Shirt Name,Shirt Price,Original Shirt Price,Promotion,Link,Weave
Blue Royal Oxford 120/2,$149.99,$149.99,False,http://custom.luxire.com/collections/dress-shirts/products/blue-royal-oxford-120-2,oxford
Summer Light Purple Green Madras                      (Sold Out),$59.99,$59.99,False,http://custom.luxire.com/collections/dress-shirts/products/summer-purple-green-madras,
Grey Chambray Linen,$129.99,$129.99,False,http://custom.luxire.com/collections/dress-shirts/products/grey-chambray-linen,linen
Pink Shadow Bengal Stripes Oxford,$69.99,$69.99,False,http://custom.luxire.com/collections/dress-shirts/products/pink-shadow-bengal-stripes-oxford,oxford
Pink Pencil Stripes on Grey Oxford,$69.99,$69.99,False,http://custom.luxire.com/collections/dress-shirts/products/pink-grey-pencil-stripes-oxford,oxford
Grey Twill Flannel,$79.99,$79.99,False,http://custom.luxire.com/collections/dress-shirts/products/grey-twill-flannel,twill
Summer Brown Grey Plaid,$79.99,$79.99,False,http://custom.luxire.com/collections/dress-shirts/products/brown-grey-plaid,Unknown
Light Summer Red Graph,$69.99,$69.99,False,http://custom.luxire.com/collections/dress-shirts/products/light-summer-red-graph,Unknown
Pink White Blue Stripes                      (Sold Out),$69.99,$69.99,False,http://custom.luxire.com/collections/dress-shirts/products/pink-white-blue-stripes,Unknown
Yellow Micro Checks,$69.99,$69.99,False,http://custom.luxire.com/collections/dress-shirts/products/yellow-micro-checks,Unknown
Warzone Navy Twill                      (Sold Out),$79.99,$79.99,False,http://custom.luxire.com/collections/dress-shirts/products/warzone-navy-twill,twill
Warzone Black Twill                      (Sold Out),$79.99,$79.99,False,http://custom.luxire.com/collections/dress-shirts/products/warzone-black-twill,twill
Vintage - Blue Stripes on Ecru                      (Sold Out),$79.99,$79.99,False,http://custom.luxire.com/collections/dress-shirts/products/vintage-blue-ecru-stripes,Unknown
Warzone Cream Twill                      (Sold Out),$79.99,$79.99,False,http://custom.luxire.com/collections/dress-shirts/products/warzone-cream-twill,twill
Green Blue Tartan,$69.99,$69.99,False,http://custom.luxire.com/collections/dress-shirts/products/green-blue-plaid-tartan,Unknown
Pale Blue Dobby Stripes,$79.99,$120.00,True,http://custom.luxire.com/collections/dress-shirts/products/pale-blue-dobby-stripes,Unknown
Black White Houndstooth                      (Sold Out),$79.99,$120.00,True,http://custom.luxire.com/collections/dress-shirts/products/black-white-houndstooth,Unknown
Red Bengal Stripes by Monti,$99.99,$99.99,False,http://custom.luxire.com/collections/dress-shirts/products/red-bengal-stripes-by-monti,Unknown
Honegger Italy ZeroGravity 2/240 White,$299.99,$299.99,False,http://custom.luxire.com/collections/dress-shirts/products/honegger-2by240-white,Unknown
Albini: End on End White,$99.99,$149.99,True,http://custom.luxire.com/collections/dress-shirts/products/albini-su-misura-silver-end-on-end-white-fl34403_1,end on end
Navy Candy Stripes Seersucker,$99.99,$99.99,False,http://custom.luxire.com/collections/dress-shirts/products/navy-candy-stripes-seersucker-ysc138864y01sp,seersucker
Shades of Blue Twill Flannel Checks,$89.99,$89.99,False,http://custom.luxire.com/collections/dress-shirts/products/shades-of-blue-twill-flannel-checks,twill
Blue Red Tattersall Checks,$79.99,$79.99,False,http://custom.luxire.com/collections/dress-shirts/products/blue-red-tattersall-checks-on-white,Unknown
Pale Baby Pink Plain Light Poplin,$79.99,$79.99,False,http://custom.luxire.com/collections/dress-shirts/products/baby-pink-plain-light-poplin,poplin
Light Blue  Stripes Oxford,$79.99,$79.99,False,http://custom.luxire.com/collections/dress-shirts/products/light-blue-university-stripes-on-white,oxford
Baby Pink End on End,$79.99,$79.99,False,http://custom.luxire.com/collections/dress-shirts/products/baby-pink-end-on-end,end on end
Monti Purple Mid Gingham,$99.99,$99.99,False,http://custom.luxire.com/collections/dress-shirts/products/monti-purple-mid-gingham,Unknown
Linen-Cotton: Blue Knitted Pique,$119.99,$119.99,False,http://custom.luxire.com/collections/dress-shirts/products/linen-cotton-blue-knitted-pique,linen
Washed Indigo Cream Gingham,$99.99,$99.99,False,http://custom.luxire.com/collections/dress-shirts/products/washed-indigo-cream-gingham,Unknown
Pale Pink Dress Stripes,$89.99,$89.99,False,http://custom.luxire.com/collections/dress-shirts/products/pale-pink-dress-stripes,Unknown
Business Blue End On End,$79.99,$79.99,False,http://custom.luxire.com/collections/dress-shirts/products/business-blue-end-on-end,end on end
Aqua Blue Casual Oxford,$89.99,$89.99,False,http://custom.luxire.com/collections/dress-shirts/products/aqua-blue-oxford,oxford
Soft Light Summer:Shades of Blue Tattersall,$79.99,$79.99,False,http://custom.luxire.com/collections/dress-shirts/products/soft_light_summer_shades_of_blue_tattersall,Unknown
Soft Light Summer:Indigo Blue Madras,$79.99,$79.99,False,http://custom.luxire.com/collections/dress-shirts/products/soft_light_summer_indigo_blue_madras,Unknown
White Stripes On Fern Green Oxford,$89.99,$89.99,False,http://custom.luxire.com/collections/dress-shirts/products/white_stripes_onfern_green_oxford,oxford
Linen: Blue Red Yellow Madras,$129.99,$129.99,False,http://custom.luxire.com/collections/dress-shirts/products/linen_blue_red_yellow_madras,linen
Friday Shirt: Shades of Blue Gingham,$69.99,$69.99,False,http://custom.luxire.com/collections/dress-shirts/products/shades_of_blue_gingham,Unknown
Friday Shirt: Red Pencil Stripes On White,$69.99,$69.99,False,http://custom.luxire.com/collections/dress-shirts/products/red_pencil_stripes_on_white,Unknown
Friday Shirt: Red Graph Checks,$69.99,$69.99,False,http://custom.luxire.com/collections/dress-shirts/products/red_graph_checks,Unknown
Friday Shirt: Green Graph Checks,$69.99,$69.99,False,http://custom.luxire.com/collections/dress-shirts/products/green_graph_checks,Unknown
Friday Shirt: Blue Pencil Stripes On White,$69.99,$69.99,False,http://custom.luxire.com/collections/dress-shirts/products/blue_pencil_stripes_on_white,Unknown
Cotton-Linen: Racing Green,$89.99,$89.99,False,http://custom.luxire.com/collections/dress-shirts/products/cotton-linen-racing-green,linen
Grandi & Rubinelli Pale Blue Royal Oxford,$149.99,$149.99,False,http://custom.luxire.com/collections/dress-shirts/products/grandi_chironeoro_01309_0b164_pale_blue_royal_oxford,oxford
Pale Indigo Printed Wabash,$99.99,$99.99,False,http://custom.luxire.com/collections/dress-shirts/products/pale_indigo_printed_wabash,Unknown
Indigo Dress Stripes,$89.99,$89.99,False,http://custom.luxire.com/collections/dress-shirts/products/indigo_dress_stripes,oxford
Dark Blue HairLine Stripes,$79.99,$79.99,False,http://custom.luxire.com/collections/dress-shirts/products/dark_blue_hair_line_stripes,Unknown
Vintage Ecru Poplin,$69.99,$69.99,False,http://custom.luxire.com/collections/dress-shirts/products/vintage_ecru_poplin,poplin
Sic-Tess White Blue Dobby Stripes,$129.99,$129.99,False,http://custom.luxire.com/collections/dress-shirts/products/sic-tess_white_blue_dobby_stripes,Unknown
Indigo Bengal Stripes,$79.99,$79.99,False,http://custom.luxire.com/collections/dress-shirts/products/indigo_bengal_stripes,Unknown
Pink Navy Gingham,$69.99,$69.99,False,http://custom.luxire.com/collections/dress-shirts/products/pink_navy_gingam,Unknown
Evening Shirt-Tan Navy Pink Checks,$79.99,$79.99,False,http://custom.luxire.com/collections/dress-shirts/products/evening_shirt_tan_navy_pink_checks,Unknown
Light Brown Gingham,$79.99,$79.99,False,http://custom.luxire.com/collections/dress-shirts/products/light-brown-gingham,Unknown
Blue Checks Seersucker,$59.99,$59.99,False,http://custom.luxire.com/collections/dress-shirts/products/blue-checks-seersucker,seersucker
Summer Blue Tan Stripes Seersucker,$59.99,$59.99,False,http://custom.luxire.com/collections/dress-shirts/products/summer-white-blue-stripes-seersucker,
White Linen Cotton,$129.99,$129.99,False,http://custom.luxire.com/collections/dress-shirts/products/white-linen-cotton,linen
Olive White Gingham,$79.99,$79.99,False,http://custom.luxire.com/collections/dress-shirts/products/olive-white-gingham,Unknown
Natural Wrinkle Free - Cotton-Silk Pure White,$199.99,$199.99,False,http://custom.luxire.com/collections/dress-shirts/products/a-touch-of-silk-pure-white,Unknown
Navy Yellow Red Madras,$99.99,$99.99,False,http://custom.luxire.com/collections/dress-shirts/products/navy-yellow-red-madras,Unknown
Monti - Green Gingham,$89.99,$89.99,False,http://custom.luxire.com/collections/dress-shirts/products/monti-green-gingham,Unknown
Red Black Shepherd Checks Flannel,$99.99,$99.99,False,http://custom.luxire.com/collections/dress-shirts/products/red-black-shepherd-checks-flannel,Unknown
Black Grey Tattersall Flannel,$69.99,$69.99,False,http://custom.luxire.com/collections/dress-shirts/products/black-grey-tattersall-flannel,Unknown
Purple Black Pin Stripes On White                      (Sold Out),$69.99,$69.99,False,http://custom.luxire.com/collections/dress-shirts/products/purple-black-pin-stripes-on-white,Unknown
Green Blue Plaid - Medium-Heavy,$69.99,$69.99,False,http://custom.luxire.com/collections/dress-shirts/products/green-blue-plaid,Unknown
Pink Candy Stripes,$69.99,$69.99,False,http://custom.luxire.com/collections/dress-shirts/products/pink-candy-stripes,Unknown
White Yellow Grey Oxford Checks,$69.99,$69.99,False,http://custom.luxire.com/collections/dress-shirts/products/white-yellow-grey-oxford-checks,oxford
Warzone Grey Twill,$79.99,$79.99,False,http://custom.luxire.com/collections/dress-shirts/products/warzone-grey-twill,twill
Warzone Army Green,$79.99,$79.99,False,http://custom.luxire.com/collections/dress-shirts/products/warzone-army-green,Unknown
Cream RGB Tartan Flannel                      (Sold Out),$69.99,$69.99,False,http://custom.luxire.com/collections/dress-shirts/products/cream-rgb-tartan-flannel,Unknown
Brushed Twill - Brown Ecru Tartan,$59.99,$59.99,False,http://custom.luxire.com/collections/dress-shirts/products/brown-ecru-twill-tartan-plaid,twill
Blue Micro Checks,$89.99,$100.00,True,http://custom.luxire.com/collections/dress-shirts/products/blue-micro-checks,Unknown
Luxire Privilege Collection Pale Yellow Ice,$89.99,$89.99,False,http://custom.luxire.com/collections/dress-shirts/products/luxire-priviledge-collection-pale-yellow-ice,Unknown
Blue Summer Chambray,$59.99,$59.99,False,http://custom.luxire.com/collections/dress-shirts/products/blue-summer-chambray,chambray
Black With Multicoloured Stripes                      (Sold Out),$59.99,$59.99,False,http://custom.luxire.com/collections/dress-shirts/products/black-with-multicoloured-stripes,Unknown
Albini Oxford:Brown Blue Tattersall,$149.99,$199.99,True,http://custom.luxire.com/collections/dress-shirts/products/albini-su-misura-oxford-70-brown-blue-checks-on-white-cotton-fl64223_25,oxford
Silver Grey Navy Gingham Flannel,$89.99,$89.99,False,http://custom.luxire.com/collections/dress-shirts/products/silver-grey-navy-gingham-ykc_132610,Unknown
Navy White Windowpane Gingham Soft Twill,$79.99,$79.99,False,http://custom.luxire.com/collections/dress-shirts/products/navy-white-windowpane-gingham-soft-twill,twill
Rose Pink Light Gingham,$79.99,$79.99,False,http://custom.luxire.com/collections/dress-shirts/products/rose-pink-light-gingham,Unknown
Dark Bijou Blue Pencil Stripes on White,$79.99,$79.99,False,http://custom.luxire.com/collections/dress-shirts/products/dark-bijou-blue-pencil-stripes-on-white,Unknown
Baby Pink Pencil Stripes On White,$79.99,$79.99,False,http://custom.luxire.com/collections/dress-shirts/products/baby-pink-pencil-stripes-on-white,Unknown
Maroon Flannel,$79.99,$79.99,False,http://custom.luxire.com/collections/dress-shirts/products/maroon-woollen-oxford,Unknown
Dark Estate Blue Gingham on White,$79.99,$79.99,False,http://custom.luxire.com/collections/dress-shirts/products/dark-estate-blue-gingham-on-white,Unknown
Classic White Dress Shirt,$79.99,$79.99,False,http://custom.luxire.com/collections/dress-shirts/products/classic-white-dress-shirts,Unknown
Grey Dawn End-on-End,$79.99,$79.99,False,http://custom.luxire.com/collections/dress-shirts/products/grey-dawn-end-on-end,end-on-end
Monti Green Dress Stripes Ice,$99.99,$99.99,False,http://custom.luxire.com/collections/dress-shirts/products/monti-green-dress-stripes-ice,Unknown
Grandi & Rubinelli Drab Brown Graph Checks,$149.99,$149.99,False,http://custom.luxire.com/collections/dress-shirts/products/grandi_cam2000_18371_00002,Unknown
Grandi & Rubinelli Flame Red Gingham Oxford,$149.99,$149.99,False,http://custom.luxire.com/collections/dress-shirts/products/grandi_amazing_18434_00002,oxford
Grey Pinpoint Oxford,$79.99,$79.99,False,http://custom.luxire.com/collections/dress-shirts/products/grey-pinpoint-oxford,oxford
Ecru Herringbone Self Stripes,$89.99,$89.99,False,http://custom.luxire.com/collections/dress-shirts/products/ecru-herringbone-self-stripes,herringbone
Summer Shirt:Blue Pin Stripes on White,$89.99,$89.99,False,http://custom.luxire.com/collections/dress-shirts/products/summer-shirt-blue-pin-stipes-on-white,Unknown
Blue Tattersall on White,$99.99,$99.99,False,http://custom.luxire.com/collections/dress-shirts/products/blue-tattersall-on-white,Unknown
Cream Dress Herringbone,$99.99,$99.99,False,http://custom.luxire.com/collections/dress-shirts/products/cream-dress-herringbone,herringbone
Zegna Pale Blue Dress Herringbone,$129.99,$129.99,False,http://custom.luxire.com/collections/dress-shirts/products/zegna-pale-blue-dress-herringbone,herringbone
Sky Blue Plain Business Shirt,$89.99,$89.99,False,http://custom.luxire.com/collections/dress-shirts/products/sky-blue-plain,Unknown
Pale Blue Pinpoint Oxford,$89.99,$89.99,False,http://custom.luxire.com/collections/dress-shirts/products/pale-blue-pinpoint-oxford,oxford
Indigo Overdye Casual Shirt,$89.99,$89.99,False,http://custom.luxire.com/collections/dress-shirts/products/indigo-overdye-casual-shirt,oxford
Linen:Spring Green White Gingham,$129.99,$129.99,False,http://custom.luxire.com/collections/dress-shirts/products/linen-spring-green-white-gingham,linen
Grey Red White Madras,$69.99,$69.99,False,http://custom.luxire.com/collections/dress-shirts/products/red_grey_white_madras,Unknown
Grandi & Rubinelli Pale Pink End On End,$129.99,$129.99,False,http://custom.luxire.com/collections/dress-shirts/products/grandi_superchic_07910_09153_pale_pink_end_on_end,end on end
Grandi & Rubinelli Twill White,$129.99,$129.99,False,http://custom.luxire.com/collections/dress-shirts/products/grandi_calliope_b_00045_00501_fine_twill_white,twill
Grandi & Rubinelli White Pinpoint Oxford 140/2,$179.99,$179.99,False,http://custom.luxire.com/collections/dress-shirts/products/grandi_azha_b_11502_00111_white_mesh_weave,oxford
Grandi & Rubinelli Pale Purple Oxford,$129.99,$129.99,False,http://custom.luxire.com/collections/dress-shirts/products/grandi_aurora_07934_91078_pale_purple_oxford,oxford
Grandi & Rubinelli Pale Blue Fine Royal Oxford,$149.99,$149.99,False,http://custom.luxire.com/collections/dress-shirts/products/grandi_rhea_00045_00103_pale_blue_fine_royal_oxford,oxford
Grandi & Rubinelli Baby Pink Oxford,$129.99,$129.99,False,http://custom.luxire.com/collections/dress-shirts/products/grandi_aurora_07934_09189_baby_pink_oxford,oxford
Indigo Denim Wabash Stars Big,$99.99,$99.99,False,http://custom.luxire.com/collections/dress-shirts/products/indigo_denim_wabash_stars_big,Unknown
Indigo Denim Wabash Small Flowers,$99.99,$99.99,False,http://custom.luxire.com/collections/dress-shirts/products/indigo_denim_wabash_small_flowers,Unknown
Blue Navy University Stripes Classic Oxford,$99.99,$99.99,False,http://custom.luxire.com/collections/dress-shirts/products/blue_navy_university_stripes_classic_oxford,oxford
Purple White Gingham,$119.99,$119.99,False,http://custom.luxire.com/collections/dress-shirts/products/purple_white_gingham,Unknown
Scabal White Dobby HairLine Stripes,$129.99,$129.99,False,http://custom.luxire.com/collections/dress-shirts/products/scabal-white_dobby_hair_line_stripes,Unknown
Blue Micro Gingham Checks,$79.99,$79.99,False,http://custom.luxire.com/collections/dress-shirts/products/blue_micro_gingham_checks,Unknown
Chocolate Brown Twill Chino,$89.99,$89.99,False,http://custom.luxire.com/collections/dress-shirts/products/chocolate_brown_twill_chino,twill
Blue Dress Stripes on White,$79.99,$79.99,False,http://custom.luxire.com/collections/dress-shirts/products/blue_dress_stripes,Unknown
Summer Light Green Grey Madras,$59.99,$59.99,False,http://custom.luxire.com/collections/dress-shirts/products/summer-green-grey-madras,
Summer Light Yellow Gingham,$59.99,$59.99,False,http://custom.luxire.com/collections/dress-shirts/products/summer-yellow-gingham,
White Blue Tan Graph Linen                      (Sold Out),$129.99,$129.99,False,http://custom.luxire.com/collections/dress-shirts/products/white-blue-tan-graph-linen,linen
Ecru Brown Windowpane Linen,$129.99,$129.99,False,http://custom.luxire.com/collections/dress-shirts/products/ecru-brown-windowpane-linen,linen
Fine White Diamond Pique / Marcella,$189.99,$189.99,False,http://custom.luxire.com/collections/dress-shirts/products/fine-white-diamond-pique,Unknown
Blue Pink Stripes Twill,$99.99,$99.99,False,http://custom.luxire.com/collections/dress-shirts/products/blue-pink-stripes-twill,twill
4-Pocket Shirt Jacket,$349.99,$349.99,False,http://custom.luxire.com/collections/dress-shirts/products/4-pocket-shirt-jacket,linen
Grey brown Black Twill Light Flannel,$69.99,$69.99,False,http://custom.luxire.com/collections/dress-shirts/products/grey-brown-black-twill-flannel,twill
Green Yellow White Twill,$69.99,$69.99,False,http://custom.luxire.com/collections/dress-shirts/products/green-yellow-white-twill-flannel,twill
Fine White Micro Checks 200/2,$99.99,$99.99,False,http://custom.luxire.com/collections/dress-shirts/products/fine-white-purple-micro-checks,Unknown
Light Purple Candy Stripes                      (Sold Out),$69.99,$69.99,False,http://custom.luxire.com/collections/dress-shirts/products/light-purple-candy-stripes,Unknown
Grey White Pin Stripes,$69.99,$69.99,False,http://custom.luxire.com/collections/dress-shirts/products/grey-white-pinstripes,Unknown
Pink Hairline Dobby Stripes,$69.99,$69.99,False,http://custom.luxire.com/collections/dress-shirts/products/pink-hairline-dobby-stripes,Unknown
Traditional Green Tartan Heavy Flannel,$69.99,$69.99,False,http://custom.luxire.com/collections/dress-shirts/products/traditional-green-tartan-heavy-flannel,Unknown
Summer Black White Gingham                      (Sold Out),$69.99,$69.99,False,http://custom.luxire.com/collections/dress-shirts/products/summer-black-white-gingham,Unknown
Yellow Plain Poplin 140/2                      (Sold Out),$69.99,$69.99,False,http://custom.luxire.com/collections/dress-shirts/products/fine-plain-yellow-broadcloth,poplin
Wine Yellow Plaid,$69.99,$69.99,False,http://custom.luxire.com/collections/dress-shirts/products/wine-yellow-plaid,Unknown
Easy-to-Iron Wine Brown Ecru Checks,$69.99,$69.99,False,http://custom.luxire.com/collections/dress-shirts/products/wine-brown-ecru-cheks,Unknown
Navy Grey Casual Checks,$79.99,$79.99,False,http://custom.luxire.com/collections/dress-shirts/products/navy-grey-casual-checks,Unknown
Warzone Tan,$79.99,$79.99,False,http://custom.luxire.com/collections/dress-shirts/products/warzone-tan,Unknown
Scottish Green Tartan                      (Sold Out),$89.99,$89.99,False,http://custom.luxire.com/collections/dress-shirts/products/scottish-green-tartan,Unknown
Khaki Brown Plaid Twill,$69.99,$69.99,False,http://custom.luxire.com/collections/dress-shirts/products/khaki-brown-plaid-twill,twill
Green Blue Tartan Plaid,$89.99,$89.99,False,http://custom.luxire.com/collections/dress-shirts/products/green-blue-tartan-plaid,Unknown
Green Blue Shadow Graph Checks,$59.99,$59.99,False,http://custom.luxire.com/collections/dress-shirts/products/green-blue-shadow-graph,Unknown
Brushed Cotton Flannel - Traditional Red Blue Green Checks,$99.99,$99.99,False,http://custom.luxire.com/collections/dress-shirts/products/flannel-twill-red-blue-green,Unknown
Blue Self Stripes 140/2,$99.99,$140.00,True,http://custom.luxire.com/collections/dress-shirts/products/blue-on-blue-self-stripes,Unknown
Grey Navy Bengal Stripes 120/2,$79.99,$79.99,False,http://custom.luxire.com/collections/dress-shirts/products/grey-navy-bengal-stripes,Unknown
Albini Linen: Pastel Blue,$149.99,$199.99,True,http://custom.luxire.com/collections/dress-shirts/products/albini-su-misura-sahara-br-pastel-blue-linen-fl46491_11,linen
Albini: End on End Sky Blue,$99.99,$149.99,True,http://custom.luxire.com/collections/dress-shirts/products/albini-su-misura-silver-end-on-end-sky-blue-fl33326_11,end on end
Indigo University Stripes Oxford,$89.99,$89.99,False,http://custom.luxire.com/collections/dress-shirts/products/indigo-university-stripes-oxford-yoc142984y01sp,oxford
Crisp White Broadcloth,$79.99,$79.99,False,http://custom.luxire.com/collections/dress-shirts/products/white-broadcloth,Unknown
Everyday White Poplin,$59.99,$59.99,False,http://custom.luxire.com/collections/dress-shirts/products/everyday-white-poplin,poplin
Blue on White Pencil Stripes,$79.99,$79.99,False,http://custom.luxire.com/collections/dress-shirts/products/blue-on-white-pencil-stripes,Unknown
Soft Plain Insignia Dark Blue,$79.99,$79.99,False,http://custom.luxire.com/collections/dress-shirts/products/plain-insignia-dark-blue,Unknown
Dark Green On Blue Tattersall Plaid,$99.99,$99.99,False,http://custom.luxire.com/collections/dress-shirts/products/dark-green-on-blue-tattersall-plaid,Unknown
Blue Black Tattersall Checks on White,$79.99,$79.99,False,http://custom.luxire.com/collections/dress-shirts/products/blue-black-tattersall-checks-on-white,Unknown
Purple Ash End-on-End,$79.99,$79.99,False,http://custom.luxire.com/collections/dress-shirts/products/purple-ash-end-on-end,end-on-end
Classic Blue Pencil Stripes on White,$79.99,$79.99,False,http://custom.luxire.com/collections/dress-shirts/products/classic-blue-pencil-stripes-on-white,Unknown
Maroon Blue On White Classic Oxford,$79.99,$79.99,False,http://custom.luxire.com/collections/dress-shirts/products/maroon-blue-on-white-classic-oxford,oxford
Purple Mini Gingham on White,$79.99,$79.99,False,http://custom.luxire.com/collections/dress-shirts/products/purple-mini-gingham-on-white,Unknown
Pink Black Tattersall Checks on White,$79.99,$79.99,False,http://custom.luxire.com/collections/dress-shirts/products/pink-black-tattersall-checks-on-white,Unknown
Blue Pin Stripes on White,$79.99,$79.99,False,http://custom.luxire.com/collections/dress-shirts/products/blue-pin-stripes-on-white,Unknown
Sap Green Pencil Stripes on White,$79.99,$79.99,False,http://custom.luxire.com/collections/dress-shirts/products/sap-green-pencil-stripes-on-white,Unknown
Tan Small Graph Checks Twill,$99.99,$99.99,False,http://custom.luxire.com/collections/dress-shirts/products/tan-small-graph-checks-twill,twill
Monti Pink Blue White Candy Stripes,$99.99,$99.99,False,http://custom.luxire.com/collections/dress-shirts/products/monti-pink-blue-white-candy-stripes,Unknown
Monti Brown Blue Windowpane Tattersall,$99.99,$99.99,False,http://custom.luxire.com/collections/dress-shirts/products/monti-brown-blue-windowpane-tattersall,Unknown
Navy-Blue Dress Stripes Dobby on White,$79.99,$79.99,False,http://custom.luxire.com/collections/dress-shirts/products/black-dress-stripes-dobby-on-white,Unknown
Grandi & Rubinelli Pale Blue Dress Stripes Oxford,$149.99,$149.99,False,http://custom.luxire.com/collections/dress-shirts/products/grandi_amazing_0a452_09101,oxford
Yellow Dress Stripes Oxford,$99.99,$99.99,False,http://custom.luxire.com/collections/dress-shirts/products/yellow-dress-stripes-oxford,oxford
Sky Blue Dress Stripes Oxford,$99.99,$99.99,False,http://custom.luxire.com/collections/dress-shirts/products/sky-blue-dress-stripes-oxford,oxford
Fall Navy Brown White Tattersall Twill,$99.99,$99.99,False,http://custom.luxire.com/collections/dress-shirts/products/fall-navy-brown-white-tattersall-twill,twill
Summer Shirt:Blue Red Tattersall,$99.99,$99.99,False,http://custom.luxire.com/collections/dress-shirts/products/summer-shirt-blue-red-tattersall,Unknown
Pink Pin Shadow Stripes On White,$69.99,$69.99,False,http://custom.luxire.com/collections/dress-shirts/products/pink-pin-shadow-stripes-on-white,Unknown
Blue Pencil Stripes With White,$99.99,$99.99,False,http://custom.luxire.com/collections/dress-shirts/products/blue-pencil-stripes-with-white,Unknown
Off-White Linen Cotton,$89.99,$89.99,False,http://custom.luxire.com/collections/dress-shirts/products/off-white-linen-cotton,linen
Casual Blue Cool Linen Cotton,$89.99,$89.99,False,http://custom.luxire.com/collections/dress-shirts/products/casual-blue-cool-linen-cotton,linen
Sky Blue Herringbone,$89.99,$89.99,False,http://custom.luxire.com/collections/dress-shirts/products/sky-blue-herringbone,herringbone
Purple Blue Mini Gingham,$89.99,$89.99,False,http://custom.luxire.com/collections/dress-shirts/products/purple-blue-mini-gingham,Unknown
Black Maroon Tattersall Madras,$99.99,$99.99,False,http://custom.luxire.com/collections/dress-shirts/products/black-maroon-tattersall-madras,Unknown
Black Graph Checks On Pale Blue,$79.99,$79.99,False,http://custom.luxire.com/collections/dress-shirts/products/black-graph-checks-on-pale-blue,Unknown
Alumo Blue Dress Stripes On White,$119.99,$119.99,False,http://custom.luxire.com/collections/dress-shirts/products/alumo-blue-dress-stripes-on-white,Unknown
Soft Light Summer:Green Blue Madras,$79.99,$79.99,False,http://custom.luxire.com/collections/dress-shirts/products/soft_light_summer_green_blue_madras,Unknown
Red Mini Graph Checks,$89.99,$89.99,False,http://custom.luxire.com/collections/dress-shirts/products/red_mini_graph_checks,Unknown
Green Pin Stripes On White,$89.99,$89.99,False,http://custom.luxire.com/collections/dress-shirts/products/green_pin_stripes_on_white,Unknown
Friday Shirt:Purple Blue Black Tattersall,$89.99,$89.99,False,http://custom.luxire.com/collections/dress-shirts/products/friday_shirt_purple_blue_black_tattersall,Unknown
Linen:Blue Chambray with White Stripes,$129.99,$129.99,False,http://custom.luxire.com/collections/dress-shirts/products/linen_blue_chambray_with_white_stripes,chambray
Linen: Shades Of Blue Stripes Tattersall,$129.99,$129.99,False,http://custom.luxire.com/collections/dress-shirts/products/linen_shades_of_blue_pencil_stripes,linen
Linen: Shades Of Blue Pencil Stripes,$129.99,$129.99,False,http://custom.luxire.com/collections/dress-shirts/products/linen_shades_of_blue_madras_tattersall,linen
Linen: Pink Bengal Stripes On White,$129.99,$129.99,False,http://custom.luxire.com/collections/dress-shirts/products/linen_pink_bengal_stripes_on_white,linen
Linen: Pale Blue End on End,$129.99,$129.99,False,http://custom.luxire.com/collections/dress-shirts/products/linen_pale_blue_end_on_end,end on end
Pale Blue Twill 120/2,$99.99,$99.99,False,http://custom.luxire.com/collections/dress-shirts/products/pale-blue-twill-120-2,twill
Friday Shirt: Red White Navy Tattersall,$69.99,$69.99,False,http://custom.luxire.com/collections/dress-shirts/products/red_white_blue_tattersall,Unknown
Friday Shirt: Green Pencil Stripes On White,$69.99,$69.99,False,http://custom.luxire.com/collections/dress-shirts/products/green_pencil_stripes_on_white,Unknown
Drab Green Soft Herringbone Casual Shirt,$59.99,$59.99,False,http://custom.luxire.com/collections/dress-shirts/products/drab_green_herringbone,herringbone
Grandi & Rubinelli Pale Blue Herringbone 70/2,$149.99,$149.99,False,http://custom.luxire.com/collections/dress-shirts/products/grandi_tucano_00641_02202_pale_blue_herringbone_,herringbone
Grandi & Rubinelli White Plain 100/2,$129.99,$129.99,False,http://custom.luxire.com/collections/dress-shirts/products/grandi_supchic_b_00045_09153_white_plain,Unknown
Grandi & Rubinelli White Herringbone 70/2,$149.99,$149.99,False,http://custom.luxire.com/collections/dress-shirts/products/grandi_tucano_bco_00641_02201_white_herringbone_,herringbone
Grandi & Rubinelli Pale Indigo Fine Royal Oxford,$149.99,$149.99,False,http://custom.luxire.com/collections/dress-shirts/products/grandi_rhea_00045_00105_pale_indigo_fine_royal_oxford,oxford
Indigo Denim Wabash Polka,$99.99,$99.99,False,http://custom.luxire.com/collections/dress-shirts/products/indigo_denim_wabash_polka,Unknown
Sic-Tess Soft Cream Pinstripes,$149.99,$149.99,False,http://custom.luxire.com/collections/dress-shirts/products/soft_cream_pin_stripes,Unknown
White On White Dobby Pin Stripes,$79.99,$79.99,False,http://custom.luxire.com/collections/dress-shirts/products/white_on_white_dobby_pin_stripes,Unknown
Zegna Big Country Checks,$129.99,$129.99,False,http://custom.luxire.com/collections/dress-shirts/products/big_country_checks,Unknown
Zegna Light Blue GinghamTwill,$149.99,$149.99,False,http://custom.luxire.com/collections/dress-shirts/products/zegna_light_blue_gingham,twill
Black Dress Stripes Oxford,$89.99,$89.99,False,http://custom.luxire.com/collections/dress-shirts/products/black_dress_stripes_oxford,oxford
Zegna White Grey Gingham,$129.99,$129.99,False,http://custom.luxire.com/collections/dress-shirts/products/white_grey_gingham,twill
